,season,id,name,position,team,conference,countablePlays,averagePPA.all,averagePPA.pass,averagePPA.rush,averagePPA.firstDown,averagePPA.secondDown,averagePPA.thirdDown,averagePPA.standardDowns,averagePPA.passingDowns,totalPPA.all,totalPPA.pass,totalPPA.rush,totalPPA.firstDown,totalPPA.secondDown,totalPPA.thirdDown,totalPPA.standardDowns,totalPPA.passingDowns
5410,2018,4362632,Chris Curry,RB,LSU,SEC,8,-0.933,NA,-0.933,-0.853,-1.014,NA,-0.945,-0.85,-7.467,NA,-7.467,-3.41,-4.057,NA,-6.617,-0.85
5426,2018,3915286,John Fadule,RB,Boston College,ACC,8,-0.814,-0.389,-0.875,-0.649,-0.859,-0.389,-0.994,-0.274,-6.512,-0.389,-6.123,-2.595,-1.718,-0.389,-5.964,-0.548
5461,2018,4039909,Sam Letton,TE,Troy,Sun Belt,8,-0.538,-0.538,NA,-0.235,-0.521,NA,-0.198,-1.104,-4.304,-4.304,NA,-0.94,-1.562,NA,-0.99,-3.313
5474,2018,4035106,Dawson Downing,RB,Missouri,SEC,8,-0.498,NA,-0.498,-0.695,-0.165,-0.179,-0.609,-0.165,-3.984,NA,-3.984,-3.475,-0.33,-0.179,-3.654,-0.33
5582,2018,3914541,Gemonta Jackson,RB,Old Dominion,Conference USA,8,-0.256,0.706,-0.576,-0.712,0.33,-0.45,-0.141,-1.061,-2.046,1.411,-3.457,-2.136,0.99,-0.9,-0.985,-1.061
5612,2018,4260943,Julian Ross,RB,Ohio,Mid-American,8,-0.211,0.342,-0.29,-0.274,-0.369,-0.075,-0.211,NA,-1.689,0.342,-2.031,-1.097,-0.369,-0.224,-1.689,NA
5642,2018,4243369,Marquavius Weaver,RB,Memphis,American Athletic,8,-0.163,NA,-0.163,-0.025,-0.394,NA,-0.258,0.12,-1.307,NA,-1.307,-0.125,-1.182,NA,-1.547,0.24
5654,2018,4258417,Javin Myers,RB,Louisiana Monroe,Sun Belt,8,-0.154,NA,-0.154,0.032,-0.188,-0.319,-0.143,-0.188,-1.235,NA,-1.235,0.096,-0.375,-0.956,-0.858,-0.377
5661,2018,3728291,Jonathan Femi-Cole,RB,Minnesota,Big Ten,8,-0.144,0.072,-0.216,-0.059,-0.55,0.001,-0.313,-0.088,-1.153,0.145,-1.298,-0.059,-1.101,0.007,-0.626,-0.527
5744,2018,4362894,Jalen Mayden,QB,Mississippi State,SEC,8,-0.073,-0.637,0.008,-0.699,0.036,0.704,-0.336,0.366,-0.582,-0.637,0.055,-2.098,0.109,1.407,-1.68,1.098
5780,2018,4240392,Markenzy Pierre,RB,Syracuse,ACC,8,-0.046,NA,-0.046,-0.129,0.092,NA,-0.046,NA,-0.371,NA,-0.371,-0.646,0.275,NA,-0.371,NA
5786,2018,4360823,Luke Shiflett,QB,Middle Tennessee,Conference USA,8,-0.043,0.027,-0.537,-0.237,-0.288,0.789,0.348,-0.435,-0.348,0.189,-0.537,-0.237,-1.152,1.578,1.391,-1.739
5823,2018,4365503,Kevin Shaa,WR,Liberty,FBS Independents,8,-0.02,0.139,-1.133,-0.618,0.884,-0.48,-0.627,1.8,-0.16,0.973,-1.133,-1.853,2.653,-0.96,-3.761,3.601
5828,2018,4361636,John Paddock,QB,Ball State,Mid-American,8,-0.018,-0.018,NA,0.767,0.233,-1.634,0.5,-1.572,-0.146,-0.146,NA,2.302,0.698,-1.634,2.999,-3.145
5914,2018,3912557,Tyler Petite,TE,USC,Pac-12,8,0.025,0.025,NA,0.025,-0.842,2.625,0.289,-0.769,0.198,0.198,NA,0.099,-2.525,2.625,1.736,-1.539
5922,2018,3124370,Skyler Seibold,RB,Boise State,Mountain West,8,0.029,-0.357,0.084,-0.203,0.236,0.772,0.029,NA,0.23,-0.357,0.587,-1.014,0.472,0.772,0.23,NA
5968,2018,4046518,Ikechukwu Ogwuegbu,RB,Maryland,Big Ten,8,0.05,NA,0.05,0.102,-0.001,NA,0.1,-0.033,0.4,NA,0.4,0.406,-0.006,NA,0.499,-0.099
5970,2018,4246897,Mason Cunningham,QB,Liberty,FBS Independents,8,0.052,0.104,-0.315,0.351,-0.335,0.096,-0.348,0.451,0.415,0.73,-0.315,0.701,-0.67,0.384,-1.39,1.806
5992,2018,3929853,Ryan Newsome,WR,Arizona State,Pac-12,8,0.062,0.062,NA,0.551,-0.374,0.172,0.123,0.026,0.497,0.497,NA,1.102,-1.122,0.516,0.369,0.128
6116,2018,4384187,Aaron Allen,QB,Louisiana Tech,Conference USA,8,0.111,0.314,-1.316,1.179,-0.888,2.074,-0.303,0.524,0.885,2.2,-1.316,1.179,-4.442,4.148,-1.211,2.095
6193,2018,4257256,Nicholas Sims,RB,Toledo,Mid-American,8,0.145,0.918,-0.113,-0.354,0.192,1.998,0.145,NA,1.156,1.836,-0.68,-1.418,0.576,1.998,1.156,NA
6308,2018,4040660,Jacob Robertson Jr.,WR,Tulane,American Athletic,8,0.183,0.183,NA,-0.023,-0.984,3.046,-0.023,0.252,1.467,1.467,NA,-0.046,-2.953,6.093,-0.046,1.513
6397,2018,4261191,Aaron Molina,WR,New Mexico,Mountain West,8,0.213,0.213,NA,-0.026,0.262,1.091,-0.548,0.975,1.707,1.707,NA,-0.052,0.787,2.182,-2.192,3.898
6414,2018,4046564,Wykeen Akie Gill,WR,Kansas State,Big 12,8,0.22,0.22,NA,-0.219,0.3,1.018,-0.219,0.659,1.76,1.76,NA,-0.875,0.6,2.036,-0.875,2.636
6663,2018,3916786,Luke Langdon,QB,Army,FBS Independents,8,0.327,-0.811,0.49,-0.033,-0.096,0.556,0.419,0.272,2.617,-0.811,3.429,-0.067,-0.096,2.78,1.256,1.361
6720,2018,3125736,Devin Reece,WR,Ball State,Mid-American,8,0.349,0.349,NA,0.219,-0.268,-0.918,0.273,0.475,2.792,2.792,NA,0.876,-0.537,-0.918,1.366,1.426
6858,2018,4037631,Abdul Adams,RB,Syracuse,ACC,8,0.42,NA,0.42,-0.397,0.464,2.696,0.4,0.564,3.362,NA,3.362,-1.191,1.857,2.696,2.797,0.564
6894,2018,4374271,Ivan Thomas,TE,Florida International,Conference USA,8,0.438,0.438,NA,0.134,0.484,0.596,0.695,-0.333,3.507,3.507,NA,0.269,1.452,1.787,4.173,-0.666
6946,2018,4240899,Roshauud Paul,WR,Texas A&M,SEC,8,0.463,0.463,NA,1.412,-0.341,0.391,0.526,0.359,3.708,3.708,NA,2.823,-0.682,1.566,2.631,1.076
6966,2018,4257587,Jadan Blue,WR,Temple,American Athletic,8,0.474,0.535,0.372,0.133,1.495,NA,0.164,2.644,3.791,2.675,1.115,0.8,2.991,NA,1.147,2.644
7004,2018,4243928,Jaetavian Toles,WR,Tulane,American Athletic,8,0.493,0.493,NA,-0.538,1.112,NA,0.382,0.679,3.945,3.945,NA,-1.614,5.56,NA,1.908,2.038
7023,2018,3914388,Javonte Woodard,WR,Louisiana Tech,Conference USA,8,0.499,0.499,NA,-0.226,1.343,0.662,0.242,0.757,3.993,3.993,NA,-0.678,2.687,1.985,0.967,3.026
7398,2018,546290,Kendal Keys,WR,UNLV,Mountain West,8,0.758,0.758,NA,-1.143,0.211,1.643,0.735,0.771,6.061,6.061,NA,-1.143,0.632,6.572,2.205,3.856
7447,2018,4036582,Brandius Batiste,WR,Louisiana Monroe,Sun Belt,8,0.797,0.797,NA,0.614,0.809,1.037,0.653,1.037,6.374,6.374,NA,2.454,0.809,3.11,3.263,3.11
7451,2018,3917196,Obe Fortune,WR,Georgia Southern,Sun Belt,8,0.803,0.803,NA,1.245,-0.473,1.22,1.245,0.655,6.423,6.423,NA,2.49,-0.946,4.879,2.49,3.933
7488,2018,4363113,Jamal Bell,WR,Louisiana,Sun Belt,8,0.833,0.695,1.246,-0.189,1.144,2.652,0.187,2.769,6.662,4.17,2.492,-0.568,4.577,2.652,1.124,5.538
7508,2018,4039505,Reggie Gilliam,TE,Toledo,Mid-American,8,0.844,0.844,NA,1.315,0.06,2.565,1.265,-0.42,6.751,6.751,NA,3.945,0.242,2.565,7.59,-0.839
7544,2018,4035526,Chase Allen,TE,Iowa State,Big 12,8,0.89,0.89,NA,0.671,1.761,0.529,0.671,1.022,7.121,7.121,NA,2.012,3.522,1.586,2.012,5.109
7552,2018,4259648,Josh Falo,TE,USC,Pac-12,8,0.895,0.895,NA,0.327,1.994,-0.129,0.921,0.818,7.163,7.163,NA,1.309,5.982,-0.129,5.527,1.635
7566,2018,3886835,Taj Griffin,RB,Oregon,Pac-12,8,0.918,3.571,0.034,0.35,1.259,NA,1.058,-0.056,7.348,7.142,0.206,1.051,6.297,NA,7.403,-0.056
7625,2018,3915508,Rashod Berry,TE,Ohio State,Big Ten,8,0.999,0.999,NA,1.34,0.329,1.696,1.16,-0.129,7.992,7.992,NA,4.02,0.988,1.696,8.121,-0.129
7630,2018,4361575,Jace Ruder,QB,North Carolina,ACC,8,1.009,1.213,0.668,0.119,1.176,3.01,0.113,1.904,8.071,6.066,2.005,0.356,4.706,3.01,0.454,7.618
7705,2018,4239937,Matt McDonald,QB,Boston College,ACC,8,1.181,1.363,-0.092,NA,-0.369,1.036,-0.765,1.83,9.448,9.541,-0.092,NA,-0.737,5.182,-1.529,10.978
7715,2018,3124518,Deron Thompson,RB,Kansas,Big 12,8,1.214,1.689,1.146,0.045,1.972,1.689,1.214,NA,9.712,1.689,8.023,0.134,7.889,1.689,9.712,NA
7752,2018,4363409,Austin Watkins,WR,UAB,Conference USA,8,1.356,1.356,NA,0.424,1.07,1.786,0.424,1.666,10.848,10.848,NA,0.849,1.07,8.929,0.849,9.999
7768,2018,3122413,Nick Basquine,WR,Oklahoma,Big 12,8,1.425,1.425,NA,1.514,-0.343,3.014,1.319,1.744,11.4,11.4,NA,6.058,-0.686,6.028,7.912,3.488
7778,2018,4046522,Devin Asiasi,TE,UCLA,Pac-12,8,1.456,1.456,NA,0.738,2.807,1.61,1.501,1.321,11.648,11.648,NA,2.953,2.807,3.219,9.006,2.642
7786,2018,3916899,Austin Cantrell,TE,Arkansas,SEC,8,1.496,1.496,NA,-0.189,1.331,3.514,-0.073,2.438,11.971,11.971,NA,-0.378,5.322,7.027,-0.218,12.19
7794,2018,4374272,Shemar Thornton,WR,Florida International,Conference USA,8,1.534,1.534,NA,1.969,1.514,1.139,1.829,0.649,12.272,12.272,NA,3.937,6.057,2.277,10.974,1.297
7934,2019,4362984,Cordale Grundy,QB,UT San Antonio,Conference USA,8,-0.85,-1.042,-0.276,-0.817,-1.456,-0.319,-1.815,-0.271,-6.802,-6.25,-0.552,-1.634,-4.367,-0.638,-5.445,-1.357
7937,2019,4240792,Andrew Bunch,QB,Nebraska,Big Ten,8,-0.78,-0.917,0.181,-1.768,0.489,-0.426,-1.674,0.115,-6.237,-6.419,0.181,-3.537,0.978,-0.852,-6.696,0.459
8001,2019,4361593,Cornell Hendrick Jr.,WR,Old Dominion,Conference USA,8,-0.425,0.27,-1.121,-0.812,NA,0.219,-0.503,-0.19,-3.401,1.081,-4.482,-4.058,NA,0.657,-3.02,-0.381
8042,2019,4570572,Fred Orr,RB,Tennessee,SEC,8,-0.335,-2.6,-0.012,0.703,-0.327,NA,-0.335,NA,-2.68,-2.6,-0.081,2.11,-0.98,NA,-2.68,NA
8143,2019,4361279,Charlie Mangieri,TE,Northwestern,Big Ten,8,-0.155,-0.155,NA,-0.199,0.193,-0.417,0.086,-0.558,-1.243,-1.243,NA,-0.795,0.385,-0.834,0.432,-1.675
8204,2019,4426780,Jirehl Brock,RB,Iowa State,Big 12,8,-0.108,NA,-0.108,-0.382,0.017,1.012,-0.268,1.012,-0.863,NA,-0.863,-1.908,0.033,1.012,-1.875,1.012
8217,2019,4036599,Kayin White,RB,Louisiana Monroe,Sun Belt,8,-0.099,-0.166,-0.077,-0.123,-0.625,0.727,0.521,-0.719,-0.792,-0.331,-0.46,-0.368,-1.876,1.453,2.086,-2.877
8288,2019,4362217,Mike O'Laughlin,TE,West Virginia,Big 12,8,-0.041,-0.041,NA,-0.322,0.348,-0.201,-0.019,-0.105,-0.326,-0.326,NA,-0.967,1.043,-0.402,-0.117,-0.209
8320,2019,4374267,Shaun Peterson Jr.,RB,Florida International,Conference USA,8,-0.025,NA,-0.025,-0.116,-0.036,-1.284,-0.061,0.232,-0.197,NA,-0.197,-0.347,-0.108,-1.284,-0.429,0.232
8370,2019,4575705,Dawson Schick,RB,Western Michigan,Mid-American,8,0.005,NA,0.005,-0.108,-0.003,0.241,-0.031,0.065,0.043,NA,0.043,-0.433,-0.006,0.482,-0.153,0.196
8405,2019,4430049,Shedro Louis,WR,Liberty,FBS Independents,8,0.024,0.311,-1.985,0.119,-1.009,2.739,0.119,-0.072,0.189,2.174,-1.985,0.476,-3.027,2.739,0.476,-0.287
8512,2019,4363065,KeShawn McClendon,RB,Western Kentucky,Conference USA,8,0.066,NA,0.066,0.096,-0.288,0.624,0.049,0.19,0.53,NA,0.53,0.482,-0.576,0.624,0.34,0.19
8525,2019,4360200,Kelan Walker,RB,Houston,American Athletic,8,0.074,-0.024,0.088,0.201,-0.128,-0.143,0.088,-0.024,0.594,-0.024,0.619,1.007,-0.128,-0.285,0.619,-0.024
8559,2019,4372070,Ben VanSumeren,RB,Michigan,Big Ten,8,0.091,NA,0.091,-0.457,-0.375,1.651,0.091,NA,0.724,NA,0.724,-1.828,-0.749,3.301,0.724,NA
8703,2019,4240785,Clevan Thomas,WR,Kentucky,SEC,8,0.14,0.165,-0.033,0.274,0.323,-0.334,0.298,-0.334,1.123,1.156,-0.033,0.821,0.969,-0.668,1.79,-0.668
8772,2019,4361467,Matt Romero,QB,New Mexico State,FBS Independents,8,0.167,0.003,0.442,-0.58,0.181,0.069,0.039,0.552,1.34,0.015,1.325,-1.16,0.544,0.137,0.237,1.103
8857,2019,4245161,Clay Markoff,RB,Washington State,Pac-12,8,0.195,NA,0.195,0.394,-1.196,NA,0.195,NA,1.559,NA,1.559,2.755,-1.196,NA,1.559,NA
8864,2019,3913038,Merek Pierce,RB,SMU,American Athletic,8,0.199,NA,0.199,0.3,-0.193,0.968,0.206,0.148,1.588,NA,1.588,1.201,-0.58,0.968,1.441,0.148
8974,2019,4239763,Thair Blakes,TE,UAB,Conference USA,8,0.244,0.244,NA,NA,0.319,0.119,1.136,-0.292,1.95,1.95,NA,NA,1.594,0.356,3.409,-1.459
8985,2019,4240543,Mike Epstein,RB,Illinois,Big Ten,8,0.248,NA,0.248,0.208,0.425,0.261,0.223,0.425,1.987,NA,1.987,1.04,0.425,0.522,1.562,0.425
8991,2019,4259360,Maurice Burkley,RB,Louisville,ACC,8,0.25,NA,0.25,0.186,-0.284,2.107,0.24,0.317,1.999,NA,1.999,0.744,-0.853,2.107,1.682,0.317
8998,2019,4240424,Waydale Jones,WR,Wake Forest,ACC,8,0.253,0.253,NA,-0.347,0.397,0.481,-0.155,0.498,2.024,2.024,NA,-0.695,0.794,1.924,-0.465,2.489
9005,2019,4373895,Ben Wooldridge,QB,Fresno State,Mountain West,8,0.255,0.237,0.307,1.201,-1.169,-0.659,0.537,-0.593,2.039,1.424,0.615,4.804,-1.169,-1.318,3.224,-1.185
9249,2019,4240581,Ivory Kelly-Martin,RB,Iowa,Big Ten,8,0.354,0.391,0.342,0.309,0.07,1.627,0.468,0.163,2.831,0.781,2.049,0.926,0.278,1.627,2.342,0.489
9274,2019,4427217,Daimarqua Foster,RB,TCU,Big 12,8,0.365,NA,0.365,0.148,-0.381,2.946,-0.047,1.602,2.923,NA,2.923,0.739,-0.762,2.946,-0.281,3.204
9297,2019,4242896,Curtis Hodges,WR,Arizona State,Pac-12,8,0.375,0.375,NA,0.936,-0.159,0.333,0.375,NA,2.999,2.999,NA,2.809,-0.477,0.667,2.999,NA
9512,2019,4037601,Phil Patterson,WR,Virginia Tech,ACC,8,0.491,0.491,NA,-0.421,0.68,1.643,-0.477,2.103,3.925,3.925,NA,-1.683,0.68,4.928,-2.384,6.309
9560,2019,4361469,Andre Bodison,WR,New Mexico State,FBS Independents,8,0.516,0.516,NA,-0.297,0.516,-0.131,0.46,0.571,4.124,4.124,NA,-0.593,2.063,-0.131,1.839,2.286
9611,2019,4240724,Dontavius Butler-Jenkins,WR,Pittsburgh,ACC,8,0.543,0.543,NA,1.35,0.728,-0.321,1.939,0.078,4.348,4.348,NA,1.35,3.64,-0.642,3.878,0.469
9631,2019,3916947,Jalen Harris,TE,Colorado,Pac-12,8,0.556,0.556,NA,0.477,0.006,1.264,0.739,0.006,4.448,4.448,NA,1.908,0.012,2.528,4.437,0.012
9757,2019,4259607,Cam Sullivan-Brown,WR,Penn State,Big Ten,8,0.625,0.625,NA,1.122,0.49,0.399,0.657,0.572,5,5,NA,2.243,1.959,0.798,3.286,1.715
9793,2019,4428501,Christian Sims,TE,Bowling Green,Mid-American,8,0.649,0.649,NA,1.113,0.792,0.059,1.052,0.407,5.193,5.193,NA,1.113,3.962,0.118,3.157,2.036
9837,2019,4040874,Johnny Huntley III,TE,Liberty,FBS Independents,8,0.682,0.682,NA,0.705,2.593,-0.26,0.49,0.874,5.457,5.457,NA,2.116,5.186,-0.52,1.959,3.498
9984,2019,4040660,Jacob Robertson Jr.,WR,Tulane,American Athletic,8,0.808,0.808,NA,1.28,0.663,0.01,1.074,0.01,6.465,6.465,NA,5.12,1.326,0.019,6.446,0.019
10040,2019,4035770,Jack Dunn,WR,Wisconsin,Big Ten,8,0.866,0.787,1.106,0.624,NA,2.443,0.641,2.443,6.931,4.72,2.211,3.742,NA,2.443,4.489,2.443
10053,2019,4429482,Brandon Crum,TE,South Alabama,Sun Belt,8,0.875,0.875,NA,0.083,1.188,0.908,0.412,1.152,6.999,6.999,NA,0.083,2.375,4.542,1.237,5.762
10084,2019,3708008,A.D. Miller,WR,Oklahoma,Big 12,8,0.913,0.913,NA,0.394,2.034,2.905,0.394,2.47,7.302,7.302,NA,2.362,2.034,2.905,2.362,4.94
10090,2019,4240429,Jaquarii Roberson,WR,Wake Forest,ACC,8,0.929,0.929,NA,0.68,0.185,0.798,0.348,1.511,7.434,7.434,NA,0.68,0.924,0.798,1.391,6.043
10101,2019,4362738,AJ Lewis,TE,Troy,Sun Belt,8,0.939,0.939,NA,2.664,1.604,-0.745,2.259,-1.262,7.508,7.508,NA,2.664,6.415,-0.745,11.294,-3.786
10111,2019,4374145,Jermaine Braddock,WR,San José State,Mountain West,8,0.954,0.954,NA,0.486,1.494,-0.808,0.61,1.299,7.636,7.636,NA,0.973,7.471,-0.808,2.441,5.194
10148,2019,4036427,Jacob Huesman,QB,Appalachian State,Sun Belt,8,0.994,1.383,-1.726,-0.471,1.761,1.344,-0.471,1.483,7.955,9.681,-1.726,-0.942,3.522,5.375,-0.942,8.897
10156,2019,4035466,T.J. Chase,WR,Clemson,ACC,8,1.008,1.008,NA,-0.167,0.508,2.014,0.349,2.106,8.061,8.061,NA,-0.502,0.508,8.054,1.744,6.317
10170,2019,4362669,T.J. Graham,WR,Texas State,Sun Belt,8,1.022,1.022,NA,0.938,1.325,0.833,0.938,1.161,8.174,8.174,NA,4.691,2.65,0.833,4.691,3.482
10199,2019,3916748,Keishawn Watson,WR,Appalachian State,Sun Belt,8,1.055,1.055,NA,0.136,1.485,1.686,0.134,1.975,8.437,8.437,NA,0.409,2.97,5.057,0.535,7.902
10206,2019,4039909,Sam Letton,TE,Troy,Sun Belt,8,1.065,1.065,NA,0.32,1.96,2.48,0.763,3.18,8.519,8.519,NA,1.599,1.96,4.959,5.339,3.18
10219,2019,4426424,Trejan Bridges,WR,Oklahoma,Big 12,8,1.087,1.087,NA,1.004,0.429,1.367,0.832,2.874,8.698,8.698,NA,1.004,0.858,6.835,5.824,2.874
10255,2019,4241898,Maverick Wolfley,TE,Akron,Mid-American,8,1.155,1.35,-0.209,0.099,1.189,4.186,0.877,1.988,9.238,9.447,-0.209,0.296,4.756,4.186,5.261,3.977
10257,2019,3917153,Collin Reed,TE,Appalachian State,Sun Belt,8,1.159,1.159,NA,0.547,1.066,NA,1.459,0.858,9.269,9.269,NA,1.093,5.332,NA,5.837,3.432
10292,2019,4039072,Rico Bussey Jr.,WR,North Texas,Conference USA,8,1.268,1.268,NA,0.766,4.078,-0.256,1.143,1.645,10.146,10.146,NA,3.064,4.078,-0.511,6.856,3.29
10294,2019,4428955,CJ Yarbrough,WR,Liberty,FBS Independents,8,1.271,1.271,NA,0.971,NA,1.572,0.974,2.164,10.17,10.17,NA,3.882,NA,6.288,5.842,4.328
10329,2019,4241365,Landry Weber,WR,Kansas State,Big 12,8,1.389,1.389,NA,1.373,-0.044,2.834,1.591,1.268,11.116,11.116,NA,2.746,-0.132,8.502,4.774,6.342
10363,2019,4361704,Jackson Marcotte,TE,Wyoming,Mountain West,8,1.62,1.62,NA,2.618,1.225,2.994,2.726,1.252,12.962,12.962,NA,2.618,7.35,2.994,5.452,7.51
8,2013,545514,Cameron Echols-Luper,WR,TCU,Big 12,7,-0.067,-0.067,NA,0.286,0.27,-0.925,0.457,-0.46,-0.469,-0.469,NA,0.571,0.811,-1.85,1.372,-1.84
22,2013,546651,Rachid Ibrahim,RB,Pittsburgh,ACC,7,0.252,0.252,NA,0.549,0.374,-0.655,0.323,0.198,1.762,1.762,NA,0.549,1.868,-0.655,0.97,0.791
31,2013,550667,Michael Adkins II,RB,Colorado,Pac-12,7,0.429,0.429,NA,0.312,-0.478,1.112,0.537,0.285,3.005,3.005,NA,0.624,-0.956,3.336,2.15,0.855
35,2013,550364,Dylan Cantrell,WR,Texas Tech,Big 12,7,0.561,0.561,NA,0.485,0.662,NA,0.332,1.134,3.927,3.927,NA,1.942,1.985,NA,1.659,2.269
69,2014,550226,Conner Manning,QB,Utah,Pac-12,7,-1.191,-1.271,-0.716,-0.872,-2.144,1.981,-0.82,-1.47,-8.34,-7.623,-0.716,-1.744,-8.576,1.981,-2.461,-5.879
92,2014,550501,Jordan Smallwood,WR,Oklahoma,Big 12,7,-0.265,-0.265,NA,-0.637,0.014,NA,-0.301,-0.218,-1.855,-1.855,NA,-1.911,0.057,NA,-1.202,-0.653
100,2014,546051,Elijah Wellman,TE,West Virginia,Big 12,7,-0.244,-0.168,-0.433,-0.083,-0.957,0.228,-0.231,-0.32,-1.706,-0.841,-0.865,-0.249,-1.913,0.456,-1.386,-0.32
126,2014,552022,Zach Green,RB,Arizona,Pac-12,7,-0.093,NA,-0.093,-0.209,0.134,-0.645,-0.18,0.428,-0.652,NA,-0.652,-0.209,0.267,-1.935,-1.08,0.428
131,2014,3126080,Papi White,WR,Ohio,Mid-American,7,-0.081,0.532,-0.183,-0.024,-0.432,0.396,-0.298,0.464,-0.565,0.532,-1.097,-0.096,-0.865,0.396,-1.492,0.927
175,2014,547217,Denzell Evans,RB,Arkansas,SEC,7,0.042,NA,0.042,-0.061,0.18,NA,0.018,0.104,0.297,NA,0.297,-0.244,0.541,NA,0.089,0.208
211,2014,3115964,Freddy Canteen,WR,Michigan,Big Ten,7,0.107,0.284,-0.956,0.127,-0.026,0.29,0.034,0.288,0.746,1.702,-0.956,0.508,-0.053,0.29,0.169,0.577
220,2014,547071,Teo Redding,WR,Bowling Green,Mid-American,7,0.142,0.142,NA,0.648,-0.301,-0.175,0.422,-0.233,0.991,0.991,NA,1.943,-0.603,-0.35,1.69,-0.699
222,2014,546794,Ryan Green,RB,Florida State,ACC,7,0.144,-0.298,0.218,0.327,-0.206,0.22,0.144,NA,1.008,-0.298,1.306,0.98,-0.412,0.44,1.008,NA
249,2014,550448,Jesse Ertz,QB,Kansas State,Big 12,7,0.198,NA,0.198,0.151,0.475,-0.008,0.491,-0.192,1.388,NA,1.388,0.453,0.95,-0.015,1.965,-0.577
306,2014,547205,Damon Mitchell,WR,Arkansas,SEC,7,0.318,-0.574,0.467,0.574,0.127,NA,0.187,0.645,2.227,-0.574,2.8,1.721,0.506,NA,0.937,1.29
331,2014,547197,Keith Kirkwood,WR,Temple,American Athletic,7,0.398,0.398,NA,0.85,-0.107,-0.402,0.85,-0.206,2.784,2.784,NA,3.401,-0.215,-0.402,3.401,-0.617
386,2014,3116745,Stephen Louis,WR,NC State,ACC,7,0.647,0.647,NA,0.179,3.042,0.592,0.248,3.042,4.529,4.529,NA,0.896,3.042,0.592,1.488,3.042
397,2014,3128695,Kendrick Edwards,WR,Arkansas,SEC,7,0.711,0.711,NA,0.803,0.589,NA,0.578,1.045,4.978,4.978,NA,3.212,1.766,NA,2.889,2.089
399,2014,530619,McCoy Hill,TE,BYU,FBS Independents,7,0.734,1.455,0.445,1.094,0.652,0.718,0.807,0.679,5.137,2.91,2.227,1.094,2.607,1.436,2.422,2.715
412,2014,545810,Devin Scott,WR,Louisiana,Sun Belt,7,0.801,0.801,NA,-0.164,0.459,2.279,-0.164,1.187,5.606,5.606,NA,-0.328,1.376,4.558,-0.328,5.934
426,2014,545367,Derrick Willies,WR,Iowa,Big Ten,7,0.887,0.887,NA,1.314,NA,0.567,0.682,2.12,6.212,6.212,NA,3.943,NA,2.269,4.093,2.12
446,2014,3123226,Jonathan Duhart,WR,Old Dominion,Conference USA,7,1.039,1.039,NA,0.963,1.141,NA,1.138,0.791,7.274,7.274,NA,3.852,3.422,NA,5.691,1.583
492,2015,3125486,KE'Marvin Pitts,WR,Troy,Sun Belt,7,-0.763,NA,-0.763,-0.253,-0.799,-0.515,-0.487,-0.971,-5.343,NA,-5.343,-0.505,-1.598,-1.029,-1.46,-3.883
498,2015,3116574,Chris Taylor,WR,Duke,ACC,7,-0.616,-0.616,NA,-0.318,-0.751,-0.671,-0.592,-0.759,-4.313,-4.313,NA,-0.637,-3.006,-0.671,-3.554,-0.759
510,2015,550324,Ralph Kinne,RB,Washington,Pac-12,7,-0.431,NA,-0.431,-0.465,-0.102,-0.053,-0.465,-0.417,-3.016,NA,-3.016,-0.929,-0.102,-0.106,-0.929,-2.087
523,2015,3116193,Trae Hart,WR,Purdue,Big Ten,7,-0.34,-0.418,0.13,-0.748,-0.057,0.034,-0.672,0.102,-2.38,-2.51,0.13,-2.243,-0.172,0.034,-2.687,0.307
530,2015,3126033,Ezra Saffold,WR,Northern Illinois,Mid-American,7,-0.309,-0.37,0.056,-0.38,1.108,-0.884,-0.267,-0.414,-2.162,-2.218,0.056,-1.141,2.216,-0.884,-1.334,-0.828
583,2015,3914328,Andy Isabella,WR,UMass,FBS Independents,7,-0.094,-0.428,0.351,0.105,-0.575,0.072,0.019,-0.377,-0.659,-1.712,1.053,0.418,-1.149,0.072,0.095,-0.754
741,2015,3929853,Ryan Newsome,WR,Texas,Big 12,7,0.096,0.096,NA,0.882,-0.185,0.04,0.882,-0.035,0.671,0.671,NA,0.882,-0.369,0.158,0.882,-0.211
781,2015,3886635,Zach Reuter,WR,Kansas State,Big 12,7,0.135,0.135,NA,0.341,-0.528,0.44,-0.183,0.56,0.946,0.946,NA,0.682,-1.056,1.32,-0.734,1.679
873,2015,546339,Uriah LeMay,WR,Charlotte,Conference USA,7,0.21,0.21,NA,0.822,0.425,-0.726,0.822,-0.035,1.468,1.468,NA,1.645,1.275,-1.452,1.645,-0.177
918,2015,3122936,Mavin Saunders,TE,Florida State,ACC,7,0.264,0.264,NA,0.302,NA,0.035,0.302,0.035,1.846,1.846,NA,1.812,NA,0.035,1.812,0.035
938,2015,3122818,Tommy Sweeney,TE,Boston College,ACC,7,0.285,0.285,NA,0.561,0.717,NA,0.213,0.717,1.997,1.997,NA,2.804,0.717,NA,1.28,0.717
939,2015,3121554,Caleb Kinlaw,RB,Wisconsin,Big Ten,7,0.285,2.092,-0.017,-0.187,0.764,0.262,0.359,0.1,1.993,2.092,-0.099,-0.56,2.292,0.262,1.794,0.199
